산업분류별 월별 전력사용량 ( 20241011 현재 ),,,,,,,
"시도 : 전체(시도), 시군구 : 전체(시 / 군 / 구)",,,,,,,
기간 : 2017년 07 월 ~ 2017년 12월,,,,,,,
년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),전기요금(원),평균판매단가(원/kWh)
201711,울산광역시,전체,도매 및 소매업,"10,797 ","30,180,239 ","3,894,833,692 ",129.1 
201711,울산광역시,전체,보건업 및 사회복지 서비스업,"1,450 ","7,215,690 ","918,248,699 ",127.3 
201711,울산광역시,전체,부동산업,"28,572 ","42,844,824 ","5,961,938,379 ",139.2 
201711,울산광역시,전체,"사업시설 관리, 사업 지원 및 임대 서비스업","1,128 ","1,471,703 ","211,200,946 ",143.5 
201711,울산광역시,전체,"수도, 하수 및 폐기물 처리, 원료 재생업","2,258 ","26,553,480 ","3,105,030,587 ",116.9 
201711,울산광역시,전체,숙박 및 음식점업,"12,404 ","25,584,908 ","3,168,992,870 ",123.9 
201711,울산광역시,전체,"예술, 스포츠 및 여가관련 서비스업","2,393 ","7,252,626 ","1,019,631,808 ",140.6 
201711,울산광역시,전체,운수 및 창고업,"1,131 ","13,095,917 ","1,848,921,396 ",141.2 
201711,울산광역시,전체,"전기, 가스, 증기 및 공기 조절 공급업",151 ,"90,398,263 ","10,462,239,148 ",115.7 
201711,울산광역시,전체,"전문, 과학 및 기술 서비스업",553 ,"1,800,652 ","253,996,157 ",141.1 
201711,울산광역시,전체,정보통신업,"3,829 ","6,150,875 ","655,060,886 ",106.5 
201711,울산광역시,전체,제조업,"4,480 ","2,052,276,991 ","225,168,547,284 ",109.7 
201711,울산광역시,전체,"협회 및 단체, 수리 및 기타 개인 서비스업","4,309 ","10,590,384 ","1,386,751,291 ",130.9 
201711,울산광역시,전체,합계,"91,648 ","2,353,693,231 ","262,234,719,673 ",111.4
201711,인천광역시,전체,가구내고용활동및달리분류되지않은자가소비생산활동,20 ,"17,152 ","2,072,776 ",120.8 
201711,인천광역시,전체,건설업,"3,851 ","14,662,788 ","2,102,458,195 ",143.4 
201711,인천광역시,전체,"공공 행정, 국방 및 사회보장 행정","1,406 ","16,836,268 ","2,210,835,890 ",131.3 
201711,인천광역시,전체,광업,143 ,"3,828,535 ","492,467,408 ",128.6 
201711,인천광역시,전체,교육 서비스업,"3,131 ","33,566,519 ","4,038,403,852 ",120.3 
201711,인천광역시,전체,국제 및 외국기관,5호미만제거,-,-,-
201711,인천광역시,전체,금융 및 보험업,583 ,"7,768,210 ","1,025,307,327 ",132 
201711,인천광역시,전체,"농업, 임업 및 어업","30,495 ","18,776,916 ","747,485,719 ",39.8 
201711,인천광역시,전체,도매 및 소매업,"27,534 ","63,868,450 ","8,079,970,664 ",126.5 
201711,인천광역시,전체,보건업 및 사회복지 서비스업,"2,546 ","17,379,532 ","2,179,860,918 ",125.4 
201711,인천광역시,전체,부동산업,"40,397 ","148,355,220 ","20,529,842,822 ",138.4 
201711,인천광역시,전체,"사업시설 관리, 사업 지원 및 임대 서비스업","5,583 ","4,577,847 ","655,602,570 ",143.2 
201711,인천광역시,전체,"수도, 하수 및 폐기물 처리, 원료 재생업","2,732 ","43,096,517 ","5,060,801,598 ",117.4 
201711,인천광역시,전체,숙박 및 음식점업,"22,631 ","51,729,293 ","6,520,926,360 ",126.1 
201711,인천광역시,전체,"예술, 스포츠 및 여가관련 서비스업","3,598 ","12,910,069 ","1,794,019,426 ",139 
201711,인천광역시,전체,운수 및 창고업,"2,433 ","83,916,287 ","10,153,610,249 ",121 
201711,인천광역시,전체,"전기, 가스, 증기 및 공기 조절 공급업",761 ,"45,050,173 ","6,014,629,146 ",133.5 
201711,인천광역시,전체,"전문, 과학 및 기술 서비스업","1,459 ","6,552,735 ","884,725,159 ",135 
201711,인천광역시,전체,정보통신업,"6,840 ","15,252,096 ","1,726,906,017 ",113.2 
201711,인천광역시,전체,제조업,"16,625 ","1,000,061,819 ","117,860,752,558 ",117.9 
201711,인천광역시,전체,"협회 및 단체, 수리 및 기타 개인 서비스업","9,563 ","16,304,666 ","2,383,455,164 ",146.2 
201711,인천광역시,전체,합계,"182,331 ","1,604,511,092 ","194,464,133,818 ",121.2
201711,전라남도,전체,가구내고용활동및달리분류되지않은자가소비생산활동,78 ,"107,535 ","14,217,455 ",132.2 
201711,전라남도,전체,건설업,"4,017 ","7,645,974 ","1,105,903,753 ",144.6 
201711,전라남도,전체,"공공 행정, 국방 및 사회보장 행정","3,679 ","18,965,671 ","2,585,848,976 ",136.3 
201711,전라남도,전체,광업,886 ,"5,940,450 ","888,299,992 ",149.5 
201711,전라남도,전체,교육 서비스업,"3,883 ","25,459,313 ","2,802,863,009 ",110.1 
201711,전라남도,전체,금융 및 보험업,"1,066 ","3,796,619 ","525,259,877 ",138.3 
201711,전라남도,전체,"농업, 임업 및 어업","367,748 ","324,610,510 ","13,480,015,249 ",41.5 
201711,전라남도,전체,도매 및 소매업,"28,681 ","49,811,336 ","6,145,511,087 ",123.4 
201711,전라남도,전체,보건업 및 사회복지 서비스업,"4,448 ","22,308,003 ","2,660,586,213 ",119.3 
201711,전라남도,전체,부동산업,"27,494 ","41,178,501 ","5,680,192,891 ",137.9 
201711,전라남도,전체,"사업시설 관리, 사업 지원 및 임대 서비스업","5,972 ","4,825,090 ","701,115,998 ",145.3 
201711,전라남도,전체,"수도, 하수 및 폐기물 처리, 원료 재생업","8,235 ","47,664,945 ","5,505,520,642 ",115.5 
201711,전라남도,전체,숙박 및 음식점업,"29,060 ","55,388,749 ","6,798,397,663 ",122.7 
201711,전라남도,전체,"예술, 스포츠 및 여가관련 서비스업","3,932 ","15,769,340 ","2,211,259,690 ",140.2 
201711,전라남도,전체,운수 및 창고업,"25,118 ","42,018,303 ","3,263,161,546 ",77.7 
201711,전라남도,전체,"전기, 가스, 증기 및 공기 조절 공급업","1,247 ","54,830,226 ","7,040,334,472 ",128.4 
201711,전라남도,전체,"전문, 과학 및 기술 서비스업","1,655 ","3,353,675 ","520,482,773 ",155.2 
201711,전라남도,전체,정보통신업,"11,065 ","18,993,188 ","2,004,989,764 ",105.6 
201711,전라남도,전체,제조업,"11,694 ","1,641,731,174 ","180,062,474,526 ",109.7 
201711,전라남도,전체,"협회 및 단체, 수리 및 기타 개인 서비스업","12,642 ","22,014,293 ","2,955,589,368 ",134.3 
201711,전라남도,전체,합계,"552,600 ","2,406,412,895 ","246,952,024,944 ",102.6
201711,전라북도,전체,가구내고용활동및달리분류되지않은자가소비생산활동,24 ,"13,949 ","1,818,305 ",130.4 
201711,전라북도,전체,건설업,"2,975 ","5,569,824 ","833,878,397 ",149.7 
201711,전라북도,전체,"공공 행정, 국방 및 사회보장 행정","2,015 ","17,723,903 ","2,466,224,840 ",139.1 
201711,전라북도,전체,광업,147 ,"5,535,440 ","846,421,227 ",152.9 
201711,전라북도,전체,교육 서비스업,"4,027 ","31,188,413 ","3,361,603,979 ",107.8 
201711,전라북도,전체,국제 및 외국기관,5호미만제거,-,-,-
201711,전라북도,전체,금융 및 보험업,864 ,"5,037,698 ","719,286,298 ",142.8 
201711,전라북도,전체,"농업, 임업 및 어업","195,373 ","148,005,822 ","6,366,472,948 ",43 
201711,전라북도,전체,도매 및 소매업,"25,978 ","50,845,604 ","6,394,882,851 ",125.8 
201711,전라북도,전체,보건업 및 사회복지 서비스업,"4,365 ","22,285,690 ","2,618,039,253 ",117.5 
201711,전라북도,전체,부동산업,"38,290 ","50,854,816 ","7,087,028,934 ",139.4 
201711,전라북도,전체,"사업시설 관리, 사업 지원 및 임대 서비스업","3,676 ","4,105,750 ","594,130,474 ",144.7 
201711,전라북도,전체,"수도, 하수 및 폐기물 처리, 원료 재생업","5,108 ","45,980,842 ","5,272,355,034 ",114.7 
201711,전라북도,전체,숙박 및 음식점업,"23,427 ","48,925,647 ","6,099,789,087 ",124.7 
201711,전라북도,전체,"예술, 스포츠 및 여가관련 서비스업","3,371 ","12,001,672 ","1,685,082,743 ",140.4 
201711,전라북도,전체,운수 및 창고업,"17,269 ","30,497,556 ","3,146,870,917 ",103.2 
201711,전라북도,전체,"전기, 가스, 증기 및 공기 조절 공급업",944 ,"4,892,196 ","1,136,540,725 ",232.3 
201711,전라북도,전체,"전문, 과학 및 기술 서비스업","1,375 ","7,449,067 ","1,051,478,977 ",141.2 
201711,전라북도,전체,정보통신업,"9,092 ","15,253,866 ","1,626,420,044 ",106.6 
201711,전라북도,전체,제조업,"10,712 ","1,036,787,775 ","117,353,161,667 ",113.2 
201711,전라북도,전체,"협회 및 단체, 수리 및 기타 개인 서비스업","11,554 ","19,740,588 ","2,762,665,482 ",139.9 
201711,전라북도,전체,합계,"360,586 ","1,562,696,118 ","171,424,152,182 ",109.7
201711,제주특별자치도,전체,가구내고용활동및달리분류되지않은자가소비생산활동,5호미만제거,-,-,-
201711,제주특별자치도,전체,건설업,913 ,"877,813 ","164,243,106 ",187.1 
201711,제주특별자치도,전체,"공공 행정, 국방 및 사회보장 행정",648 ,"9,508,050 ","1,233,396,662 ",129.7 
201711,제주특별자치도,전체,광업,15 ,"504,002 ","91,718,483 ",182 
201711,제주특별자치도,전체,교육 서비스업,756 ,"8,181,406 ","894,062,071 ",109.3 
201711,제주특별자치도,전체,국제 및 외국기관,8 ,"7,696 ","1,026,666 ",133.4 
201711,제주특별자치도,전체,금융 및 보험업,259 ,"1,027,478 ","142,821,624 ",139 
201711,제주특별자치도,전체,"농업, 임업 및 어업","44,758 ","100,622,673 ","4,807,540,715 ",47.8 
201711,제주특별자치도,전체,도매 및 소매업,"13,630 ","19,350,118 ","2,206,788,390 ",114 
201711,제주특별자치도,전체,보건업 및 사회복지 서비스업,"1,219 ","5,537,875 ","702,301,408 ",126.8 
201711,제주특별자치도,전체,부동산업,"27,986 ","40,127,740 ","5,720,612,459 ",142.6 
201711,제주특별자치도,전체,"사업시설 관리, 사업 지원 및 임대 서비스업",395 ,"763,241 ","113,096,648 ",148.2 
201711,제주특별자치도,전체,"수도, 하수 및 폐기물 처리, 원료 재생업","1,486 ","21,438,757 ","2,350,196,707 ",109.6 
201711,제주특별자치도,전체,숙박 및 음식점업,"10,969 ","44,216,647 ","5,780,083,905 ",130.7 
201711,제주특별자치도,전체,"예술, 스포츠 및 여가관련 서비스업","1,149 ","9,600,584 ","1,285,822,631 ",133.9 
201711,제주특별자치도,전체,운수 및 창고업,"1,352 ","5,846,498 ","587,740,762 ",100.5 
201711,제주특별자치도,전체,"전기, 가스, 증기 및 공기 조절 공급업",304 ,"3,100,849 ","432,759,435 ",139.6 
201711,제주특별자치도,전체,"전문, 과학 및 기술 서비스업","1,189 ","1,520,598 ","252,962,746 ",166.4 
201711,제주특별자치도,전체,정보통신업,"2,618 ","5,398,487 ","590,308,365 ",109.3 
201711,제주특별자치도,전체,제조업,"1,630 ","21,699,950 ","2,726,597,057 ",125.6 
201711,제주특별자치도,전체,"협회 및 단체, 수리 및 기타 개인 서비스업","2,387 ","7,019,632 ","892,713,683 ",127.2 
201711,제주특별자치도,전체,합계,"113,671 ","306,350,094 ","30,976,793,523 ",101.1
201711,충청남도,전체,가구내고용활동및달리분류되지않은자가소비생산활동,6 ,"6,924 ","740,600 ",107 
201711,충청남도,전체,건설업,"5,806 ","11,602,477 ","1,559,364,277 ",134.4 
201711,충청남도,전체,"공공 행정, 국방 및 사회보장 행정","1,921 ","19,373,991 ","2,606,258,245 ",134.5 
201711,충청남도,전체,광업,253 ,"15,130,588 ","2,081,216,054 ",137.6 
201711,충청남도,전체,교육 서비스업,"3,372 ","42,959,285 ","4,747,763,590 ",110.5 
201711,충청남도,전체,국제 및 외국기관,5호미만제거,-,-,-
201711,충청남도,전체,금융 및 보험업,909 ,"4,226,892 ","577,785,406 ",136.7 
201711,충청남도,전체,"농업, 임업 및 어업","285,574 ","247,681,564 ","9,564,397,473 ",38.6 
201711,충청남도,전체,도매 및 소매업,"34,733 ","65,020,389 ","8,126,334,142 ",125 
201711,충청남도,전체,보건업 및 사회복지 서비스업,"4,125 ","19,489,455 ","2,304,155,501 ",118.2 
201711,충청남도,전체,부동산업,"37,683 ","64,207,229 ","8,975,604,205 ",139.8 
201711,충청남도,전체,"사업시설 관리, 사업 지원 및 임대 서비스업","5,181 ","6,897,618 ","997,009,955 ",144.5 
201711,충청남도,전체,"수도, 하수 및 폐기물 처리, 원료 재생업","6,653 ","67,106,899 ","7,731,888,988 ",115.2 
201711,충청남도,전체,숙박 및 음식점업,"31,408 ","63,941,201 ","8,079,603,415 ",126.4 
201711,충청남도,전체,"예술, 스포츠 및 여가관련 서비스업","3,875 ","14,675,254 ","2,071,968,700 ",141.2 
201711,충청남도,전체,운수 및 창고업,"11,007 ","26,908,564 ","2,817,323,674 ",104.7 
201711,충청남도,전체,"전기, 가스, 증기 및 공기 조절 공급업",863 ,"32,545,905 ","6,136,257,277 ",188.5 
201711,충청남도,전체,"전문, 과학 및 기술 서비스업","1,988 ","9,810,668 ","1,243,110,223 ",126.7 
201711,충청남도,전체,정보통신업,"9,728 ","19,850,740 ","2,133,456,459 ",107.5 
201711,충청남도,전체,제조업,"15,235 ","3,103,080,309 ","348,082,006,167 ",112.2 
201711,충청남도,전체,"협회 및 단체, 수리 및 기타 개인 서비스업","12,072 ","21,220,449 ","3,016,495,166 ",142.2 
201711,충청남도,전체,합계,"472,392 ","3,855,736,401 ","422,852,739,517 ",109.7
201711,충청북도,전체,가구내고용활동및달리분류되지않은자가소비생산활동,6 ,"2,816 ","244,486 ",86.8 
201711,충청북도,전체,건설업,"3,724 ","12,381,915 ","1,697,071,049 ",137.1 
201711,충청북도,전체,"공공 행정, 국방 및 사회보장 행정","1,676 ","20,506,440 ","2,720,472,912 ",132.7 
201711,충청북도,전체,광업,150 ,"11,389,687 ","1,600,158,229 ",140.5 
201711,충청북도,전체,교육 서비스업,"2,923 ","28,890,270 ","3,090,266,342 ",107 
201711,충청북도,전체,금융 및 보험업,790 ,"3,336,594 ","475,626,785 ",142.5 
201711,충청북도,전체,"농업, 임업 및 어업","156,795 ","74,435,450 ","3,428,851,680 ",46.1 
201711,충청북도,전체,도매 및 소매업,"20,997 ","43,757,463 ","5,527,291,551 ",126.3 
201711,충청북도,전체,보건업 및 사회복지 서비스업,"3,272 ","17,141,635 ","1,916,742,588 ",111.8 
201711,충청북도,전체,부동산업,"33,283 ","56,896,531 ","7,871,129,601 ",138.3 
201711,충청북도,전체,"사업시설 관리, 사업 지원 및 임대 서비스업","3,779 ","3,387,075 ","481,995,495 ",142.3 
201711,충청북도,전체,"수도, 하수 및 폐기물 처리, 원료 재생업","5,501 ","44,998,985 ","5,217,593,752 ",115.9 
201711,충청북도,전체,숙박 및 음식점업,"21,771 ","42,118,383 ","5,227,269,749 ",124.1 
201711,충청북도,전체,"예술, 스포츠 및 여가관련 서비스업","3,233 ","15,261,634 ","2,129,385,146 ",139.5 
201711,충청북도,전체,운수 및 창고업,"7,102 ","40,748,700 ","5,087,997,113 ",124.9 
201711,충청북도,전체,"전기, 가스, 증기 및 공기 조절 공급업",656 ,"2,800,111 ","387,926,690 ",138.5 
201711,충청북도,전체,"전문, 과학 및 기술 서비스업","1,202 ","5,364,512 ","757,129,778 ",141.1 
201711,충청북도,전체,정보통신업,"7,983 ","15,504,209 ","1,677,848,488 ",108.2 
201711,충청북도,전체,제조업,"11,496 ","1,324,996,357 ","153,145,570,585 ",115.6 
201711,충청북도,전체,"협회 및 단체, 수리 및 기타 개인 서비스업","9,047 ","14,799,915 ","2,089,926,109 ",141.2 
201711,충청북도,전체,합계,"295,386 ","1,778,718,682 ","204,530,498,128 ",115
201712,강원도,전체,가구내고용활동및달리분류되지않은자가소비생산활동,16 ,"9,655 ","1,649,531 ",170.8 
201712,강원도,전체,건설업,"4,814 ","14,531,137 ","2,012,504,730 ",138.5 
201712,강원도,전체,"공공 행정, 국방 및 사회보장 행정","4,789 ","61,759,613 ","7,815,621,454 ",126.5 
201712,강원도,전체,광업,262 ,"33,050,433 ","4,384,320,925 ",132.7 
201712,강원도,전체,교육 서비스업,"3,719 ","45,262,018 ","4,521,441,745 ",99.9 
201712,강원도,전체,국제 및 외국기관,5호미만제거,-,-,-
201712,강원도,전체,금융 및 보험업,"1,106 ","5,781,541 ","803,110,183 ",138.9 
201712,강원도,전체,"농업, 임업 및 어업","94,607 ","51,600,997 ","2,697,926,415 ",52.3 
201712,강원도,전체,도매 및 소매업,"26,147 ","57,756,797 ","7,634,778,466 ",132.2 
201712,강원도,전체,보건업 및 사회복지 서비스업,"3,564 ","23,606,511 ","2,662,199,199 ",112.8 
201712,강원도,전체,부동산업,"20,808 ","48,258,450 ","6,666,146,776 ",138.1 
201712,강원도,전체,"사업시설 관리, 사업 지원 및 임대 서비스업","2,835 ","5,385,344 ","775,097,587 ",143.9 
201712,강원도,전체,"수도, 하수 및 폐기물 처리, 원료 재생업","6,850 ","37,812,956 ","4,643,993,915 ",122.8 
201712,강원도,전체,숙박 및 음식점업,"36,283 ","108,965,239 ","13,700,897,542 ",125.7 
201712,강원도,전체,"예술, 스포츠 및 여가관련 서비스업","4,160 ","42,929,988 ","5,565,277,747 ",129.6 
201712,강원도,전체,운수 및 창고업,"5,773 ","23,039,218 ","3,361,616,991 ",145.9 
201712,강원도,전체,"전기, 가스, 증기 및 공기 조절 공급업","1,181 ","28,478,119 ","4,154,081,403 ",145.9 
201712,강원도,전체,"전문, 과학 및 기술 서비스업","1,818 ","3,698,965 ","541,505,620 ",146.4 
201712,강원도,전체,정보통신업,"13,755 ","33,659,392 ","3,999,329,596 ",118.8 
201712,강원도,전체,제조업,"7,326 ","521,856,967 ","57,690,194,494 ",110.5 
201712,강원도,전체,"협회 및 단체, 수리 및 기타 개인 서비스업","10,531 ","23,036,411 ","3,160,325,623 ",137.2 
201712,강원도,전체,합계,"250,344 ","1,170,479,751 ","136,792,019,942 ",116.9
201712,경기도,전체,가구내고용활동및달리분류되지않은자가소비생산활동,74 ,"89,165 ","12,667,112 ",142.1 
201712,경기도,전체,건설업,"22,401 ","115,385,876 ","15,463,721,983 ",134 
201712,경기도,전체,"공공 행정, 국방 및 사회보장 행정","6,077 ","136,149,249 ","17,433,972,521 ",128.1 
201712,경기도,전체,광업,752 ,"27,253,594 ","3,737,209,997 ",137.1 
201712,경기도,전체,교육 서비스업,"11,441 ","209,072,822 ","20,774,232,168 ",99.4 
201712,경기도,전체,국제 및 외국기관,44 ,"41,685,907 ","4,475,441,750 ",107.4 
201712,경기도,전체,금융 및 보험업,"2,032 ","26,133,784 ","3,453,565,044 ",132.1 
201712,경기도,전체,"농업, 임업 및 어업","223,810 ","242,328,169 ","11,701,719,218 ",48.3 
201712,경기도,전체,도매 및 소매업,"129,622 ","472,622,858 ","62,486,058,944 ",132.2 
201712,경기도,전체,보건업 및 사회복지 서비스업,"10,720 ","100,420,553 ","11,798,300,440 ",117.5 
201712,경기도,전체,부동산업,"244,579 ","813,474,432 ","111,289,905,903 ",136.8 
201712,경기도,전체,"사업시설 관리, 사업 지원 및 임대 서비스업","15,887 ","42,448,565 ","5,788,165,490 ",136.4 
201712,경기도,전체,"수도, 하수 및 폐기물 처리, 원료 재생업","17,250 ","267,640,475 ","31,505,760,024 ",117.7 
201712,경기도,전체,숙박 및 음식점업,"77,154 ","208,806,177 ","27,383,935,088 ",131.1 
201712,경기도,전체,"예술, 스포츠 및 여가관련 서비스업","11,785 ","97,990,761 ","12,995,361,820 ",132.6 
201712,경기도,전체,운수 및 창고업,"32,472 ","242,018,300 ","30,102,114,784 ",124.4 
201712,경기도,전체,"전기, 가스, 증기 및 공기 조절 공급업","3,256 ","153,817,554 ","18,534,435,719 ",120.5 
201712,경기도,전체,"전문, 과학 및 기술 서비스업","5,473 ","69,592,244 ","9,023,713,012 ",129.7 
201712,경기도,전체,정보통신업,"35,928 ","198,264,385 ","22,906,130,951 ",115.5 
201712,경기도,전체,제조업,"108,567 ","5,021,078,475 ","583,950,960,476 ",116.3 
201712,경기도,전체,"협회 및 단체, 수리 및 기타 개인 서비스업","38,612 ","111,927,796 ","15,359,275,235 ",137.2 
201712,경기도,전체,합계,"997,936 ","8,598,201,141 ","1,020,176,647,679 ",118.7
201712,경상남도,전체,가구내고용활동및달리분류되지않은자가소비생산활동,103 ,"59,488 ","11,584,643 ",194.7 
201712,경상남도,전체,건설업,"7,197 ","24,687,766 ","3,594,735,131 ",145.6 
201712,경상남도,전체,"공공 행정, 국방 및 사회보장 행정","3,327 ","35,758,181 ","4,833,204,392 ",135.2 
201712,경상남도,전체,광업,235 ,"7,540,960 ","1,163,805,408 ",154.3 
201712,경상남도,전체,교육 서비스업,"5,735 ","53,141,567 ","5,636,857,988 ",106.1 
201712,경상남도,전체,국제 및 외국기관,5호미만제거,-,-,-
201712,경상남도,전체,금융 및 보험업,"1,540 ","8,100,569 ","1,179,680,930 ",145.6 
201712,경상남도,전체,"농업, 임업 및 어업","189,955 ","253,183,542 ","12,381,543,734 ",48.9 
201712,경상남도,전체,도매 및 소매업,"38,536 ","95,514,332 ","12,970,805,688 ",135.8 
201712,경상남도,전체,보건업 및 사회복지 서비스업,"5,478 ","45,947,318 ","5,446,166,321 ",118.5 
201712,경상남도,전체,부동산업,"51,211 ","127,617,122 ","18,073,433,969 ",141.6 
201712,경상남도,전체,"사업시설 관리, 사업 지원 및 임대 서비스업","3,987 ","6,536,963 ","976,740,749 ",149.4 
201712,경상남도,전체,"수도, 하수 및 폐기물 처리, 원료 재생업","11,729 ","100,464,183 ","11,987,727,671 ",119.3 
201712,경상남도,전체,숙박 및 음식점업,"46,599 ","98,460,067 ","13,180,897,839 ",133.9 
201712,경상남도,전체,"예술, 스포츠 및 여가관련 서비스업","5,283 ","27,859,676 ","4,029,413,968 ",144.6 
201712,경상남도,전체,운수 및 창고업,"11,436 ","50,597,969 ","5,356,137,673 ",105.9 
201712,경상남도,전체,"전기, 가스, 증기 및 공기 조절 공급업",945 ,"25,936,356 ","3,439,804,134 ",132.6 
201712,경상남도,전체,"전문, 과학 및 기술 서비스업","2,033 ","7,752,663 ","1,092,121,216 ",140.9 
201712,경상남도,전체,정보통신업,"15,673 ","23,250,187 ","2,902,322,787 ",124.8 
201712,경상남도,전체,제조업,"26,886 ","1,545,007,679 ","189,987,507,138 ",123 
201712,경상남도,전체,"협회 및 단체, 수리 및 기타 개인 서비스업","24,809 ","51,807,215 ","6,983,682,741 ",134.8 
201712,경상남도,전체,합계,"452,697 ","2,589,223,803 ","305,228,174,120 ",117.9
201712,경상북도,전체,가구내고용활동및달리분류되지않은자가소비생산활동,64 ,"51,849 ","9,911,721 ",191.2 
201712,경상북도,전체,건설업,"4,969 ","22,855,572 ","3,090,442,968 ",135.2 
201712,경상북도,전체,"공공 행정, 국방 및 사회보장 행정","3,550 ","31,846,099 ","4,359,178,515 ",136.9 
201712,경상북도,전체,광업,321 ,"19,709,413 ","2,670,237,328 ",135.5 
201712,경상북도,전체,교육 서비스업,"5,030 ","79,754,627 ","7,787,442,811 ",97.6 
201712,경상북도,전체,국제 및 외국기관,15 ,"3,940,858 ","447,783,322 ",113.6 
201712,경상북도,전체,금융 및 보험업,"1,581 ","8,254,266 ","1,164,014,722 ",141 
201712,경상북도,전체,"농업, 임업 및 어업","314,447 ","148,971,909 ","7,522,589,242 ",50.5 
201712,경상북도,전체,도매 및 소매업,"45,973 ","93,966,695 ","12,630,074,187 ",134.4 
201712,경상북도,전체,보건업 및 사회복지 서비스업,"5,612 ","40,873,687 ","4,645,447,454 ",113.7 
201712,경상북도,전체,부동산업,"39,833 ","65,112,465 ","9,231,042,160 ",141.8 
201712,경상북도,전체,"사업시설 관리, 사업 지원 및 임대 서비스업","7,459 ","10,481,882 ","1,488,043,364 ",142 
201712,경상북도,전체,"수도, 하수 및 폐기물 처리, 원료 재생업","10,123 ","72,681,237 ","8,797,620,873 ",121 
201712,경상북도,전체,숙박 및 음식점업,"44,372 ","98,740,364 ","13,089,283,994 ",132.6 
201712,경상북도,전체,"예술, 스포츠 및 여가관련 서비스업","5,727 ","27,693,309 ","3,964,826,145 ",143.2 
201712,경상북도,전체,운수 및 창고업,"21,132 ","57,236,392 ","5,713,507,573 ",99.8 
201712,경상북도,전체,"전기, 가스, 증기 및 공기 조절 공급업","1,185 ","120,630,354 ","14,474,416,399 ",120 
201712,경상북도,전체,"전문, 과학 및 기술 서비스업","2,349 ","10,689,587 ","1,375,842,185 ",128.7 
201712,경상북도,전체,정보통신업,"16,049 ","29,200,747 ","3,506,158,900 ",120.1 
201712,경상북도,전체,제조업,"23,901 ","2,562,245,206 ","283,103,953,478 ",110.5 
201712,경상북도,전체,"협회 및 단체, 수리 및 기타 개인 서비스업","18,508 ","43,840,454 ","5,819,718,689 ",132.7 
201712,경상북도,전체,합계,"572,200 ","3,548,776,972 ","394,891,536,030 ",111.3
201712,광주광역시,전체,가구내고용활동및달리분류되지않은자가소비생산활동,9 ,"12,196 ","1,595,136 ",130.8 
201712,광주광역시,전체,건설업,"1,092 ","4,547,132 ","646,813,748 ",142.2 
201712,광주광역시,전체,"공공 행정, 국방 및 사회보장 행정",553 ,"8,413,532 ","1,161,246,961 ",138 
201712,광주광역시,전체,광업,24 ,"122,972 ","22,134,779 ",180 
201712,광주광역시,전체,교육 서비스업,"2,558 ","34,303,214 ","3,556,622,548 ",103.7 
201712,광주광역시,전체,국제 및 외국기관,5호미만제거,-,-,-
201712,광주광역시,전체,금융 및 보험업,484 ,"4,641,208 ","660,749,960 ",142.4 
201712,광주광역시,전체,"농업, 임업 및 어업","10,493 ","8,130,720 ","405,207,704 ",49.8 
201712,광주광역시,전체,도매 및 소매업,"15,997 ","43,225,069 ","5,732,839,434 ",132.6 
201712,광주광역시,전체,보건업 및 사회복지 서비스업,"2,284 ","20,516,852 ","2,520,825,218 ",122.9 
201712,광주광역시,전체,부동산업,"28,092 ","72,251,521 ","10,051,845,144 ",139.1 
201712,광주광역시,전체,"사업시설 관리, 사업 지원 및 임대 서비스업","5,371 ","5,785,914 ","828,708,569 ",143.2 
201712,광주광역시,전체,"수도, 하수 및 폐기물 처리, 원료 재생업","1,291 ","14,905,979 ","1,890,346,152 ",126.8 
201712,광주광역시,전체,숙박 및 음식점업,"14,219 ","33,478,024 ","4,406,218,900 ",131.6 
201712,광주광역시,전체,"예술, 스포츠 및 여가관련 서비스업","2,797 ","11,494,436 ","1,555,148,079 ",135.3 
201712,광주광역시,전체,운수 및 창고업,"1,664 ","13,059,947 ","1,644,609,085 ",125.9 
201712,광주광역시,전체,"전기, 가스, 증기 및 공기 조절 공급업",235 ,"1,719,359 ","250,329,410 ",145.6 
201712,광주광역시,전체,"전문, 과학 및 기술 서비스업","1,159 ","5,853,230 ","800,297,651 ",136.7 
201712,광주광역시,전체,정보통신업,"4,692 ","20,344,403 ","2,447,304,345 ",120.3 
201712,광주광역시,전체,제조업,"5,289 ","238,482,064 ","29,444,474,237 ",123.5 
201712,광주광역시,전체,"협회 및 단체, 수리 및 기타 개인 서비스업","6,444 ","16,959,932 ","2,382,562,165 ",140.5 
201712,광주광역시,전체,합계,"104,747 ","558,247,704 ","70,409,879,225 ",126.1
201712,대구광역시,전체,가구내고용활동및달리분류되지않은자가소비생산활동,11 ,"7,136 ","1,134,765 ",159 
201712,대구광역시,전체,건설업,"2,668 ","8,702,228 ","1,224,337,328 ",140.7 
201712,대구광역시,전체,"공공 행정, 국방 및 사회보장 행정",780 ,"19,299,421 ","2,455,065,446 ",127.2 
201712,대구광역시,전체,광업,66 ,"514,902 ","65,904,906 ",128 
201712,대구광역시,전체,교육 서비스업,"4,022 ","43,576,846 ","4,498,943,999 ",103.2 
201712,대구광역시,전체,국제 및 외국기관,6 ,"3,397,260 ","386,781,210 ",113.9 
